design,cooling_rate,moves_per_temp,p_refine,p_explore,refine_max_distance,W_initial,T_initial_raw,runtime_sec,hpwl,seed,dominated
6502,0.8,100,0.7,0.3,50.0,0.5,auto,16.661406399973202,357120.16455394746,43,1
6502,0.8,100,0.7,0.3,50.0,0.5,50,16.25610100000631,282447.7250919914,44,1
6502,0.8,100,0.7,0.3,50.0,0.5,100,15.744012799987104,294084.1819774628,45,1
6502,0.8,100,0.7,0.3,50.0,0.3,auto,16.206277500023134,343225.1822364998,46,1
6502,0.8,100,0.7,0.3,50.0,0.3,50,16.290591099997982,281928.02429504396,47,1
6502,0.8,100,0.7,0.3,50.0,0.3,100,15.940999699989334,298772.1514274788,48,1
6502,0.8,100,0.7,0.3,100.0,0.5,auto,16.035711300035473,365739.32367559435,49,1
6502,0.8,100,0.7,0.3,100.0,0.5,50,16.51968249998754,280564.1820409775,50,1
6502,0.8,100,0.7,0.3,100.0,0.5,100,16.528934200003278,292451.8821397972,51,1
6502,0.8,100,0.7,0.3,100.0,0.3,auto,16.343724399979692,359931.3253087044,52,1
6502,0.8,100,0.7,0.3,100.0,0.3,50,17.164145099988673,278649.4633396149,53,1
6502,0.8,100,0.7,0.3,100.0,0.3,100,15.344435999984853,294156.9822984314,54,1
6502,0.8,100,0.7,0.4,50.0,0.5,auto,15.464636099990457,362189.03263700486,55,1
6502,0.8,100,0.7,0.4,50.0,0.5,50,17.841139300027862,281418.48150844575,56,1
6502,0.8,100,0.7,0.4,50.0,0.5,100,17.791620300034992,296864.4525250053,57,1
6502,0.8,100,0.7,0.4,50.0,0.3,auto,17.896400000026915,354941.8860454178,58,1
6502,0.8,100,0.7,0.4,50.0,0.3,50,19.0701389000169,285494.1013324738,59,1
6502,0.8,100,0.7,0.4,50.0,0.3,100,19.391993500001263,290427.34206157684,60,1
6502,0.8,100,0.7,0.4,100.0,0.5,auto,18.090190100017935,371040.08397584915,61,1
6502,0.8,100,0.7,0.4,100.0,0.5,50,20.04268780001439,278398.9235289574,62,1
6502,0.8,100,0.7,0.4,100.0,0.5,100,19.332595799991395,297749.9120357704,63,1
6502,0.8,100,0.7,0.4,100.0,0.3,auto,18.914115000050515,359731.4416137314,64,1
6502,0.8,100,0.7,0.4,100.0,0.3,50,17.685384600015823,283000.6228909111,65,1
6502,0.8,100,0.7,0.4,100.0,0.3,100,17.43320460000541,293597.58336921694,66,1
6502,0.8,100,0.6,0.3,50.0,0.5,auto,18.415918899991084,351055.84422712325,67,1
6502,0.8,100,0.6,0.3,50.0,0.5,50,19.595470500004012,281061.26320095063,68,1
6502,0.8,100,0.6,0.3,50.0,0.5,100,18.911429700034205,292577.18366603856,69,1
6502,0.8,100,0.6,0.3,50.0,0.3,auto,19.241887699987274,352334.28383222583,70,1
6502,0.8,100,0.6,0.3,50.0,0.3,50,18.81942469999194,281657.0227981186,71,1
6502,0.8,100,0.6,0.3,50.0,0.3,100,19.45573729998432,294594.40385896683,72,1
6502,0.8,100,0.6,0.3,100.0,0.5,auto,19.74376660003327,367668.1265165901,73,1
6502,0.8,100,0.6,0.3,100.0,0.5,50,16.619701599993277,278017.06256099703,74,1
6502,0.8,100,0.6,0.3,100.0,0.5,100,16.175982100015972,297021.3038673973,75,1
6502,0.8,100,0.6,0.3,100.0,0.3,auto,16.211899199988693,360971.9841431618,76,1
6502,0.8,100,0.6,0.3,100.0,0.3,50,16.019147699989844,280595.0841738701,77,1
6502,0.8,100,0.6,0.3,100.0,0.3,100,16.488752299977932,297019.2315844154,78,1
6502,0.8,100,0.6,0.4,50.0,0.5,auto,15.795628599997144,367767.443411541,79,1
6502,0.8,100,0.6,0.4,50.0,0.5,50,16.399455799954012,285484.1820693588,80,1
6502,0.8,100,0.6,0.4,50.0,0.5,100,16.6679376999964,294181.7629383278,81,1
6502,0.8,100,0.6,0.4,50.0,0.3,auto,15.712578599981498,345801.6437523079,82,1
6502,0.8,100,0.6,0.4,50.0,0.3,50,16.67833620001329,280549.2637241364,83,1
6502,0.8,100,0.6,0.4,50.0,0.3,100,17.080677800055128,294851.4632108689,84,1
6502,0.8,100,0.6,0.4,100.0,0.5,auto,15.822325200017076,378251.05400325777,85,1
6502,0.8,100,0.6,0.4,100.0,0.5,50,15.423177000018768,283396.3014645195,86,1
6502,0.8,100,0.6,0.4,100.0,0.5,100,15.203408300003503,293832.6829673958,87,1
6502,0.8,100,0.6,0.4,100.0,0.3,auto,15.325325100042392,365472.96529418946,88,1
6502,0.8,100,0.6,0.4,100.0,0.3,50,19.582572199986316,283486.4932638359,89,1
6502,0.8,100,0.6,0.4,100.0,0.3,100,18.575190700008534,295337.02526670456,90,1
6502,0.8,200,0.7,0.3,50.0,0.5,auto,18.039626700046938,349856.1233904839,91,1
6502,0.8,200,0.7,0.3,50.0,0.5,50,17.654046099982224,275490.1036594391,92,1
6502,0.8,200,0.7,0.3,50.0,0.5,100,18.372021400020458,291749.46317558293,93,1
6502,0.8,200,0.7,0.3,50.0,0.3,auto,19.112464700010605,345086.9660479546,94,1
6502,0.8,200,0.7,0.3,50.0,0.3,50,17.303976800001692,275584.2833811379,95,1
6502,0.8,200,0.7,0.3,50.0,0.3,100,17.0403110999614,286220.96312614443,96,1
6502,0.8,200,0.7,0.3,100.0,0.5,auto,17.207869500038214,357807.38331584935,97,1
6502,0.8,200,0.7,0.3,100.0,0.5,50,17.698935799999163,273527.9229205132,98,1
6502,0.8,200,0.7,0.3,100.0,0.5,100,18.44962420000229,289159.32351394655,99,1
6502,0.8,200,0.7,0.3,100.0,0.3,auto,18.232087199983653,360923.86372882844,100,1
6502,0.8,200,0.7,0.3,100.0,0.3,50,16.614917500002775,274805.62177019124,101,1
6502,0.8,200,0.7,0.3,100.0,0.3,100,16.928007900016382,285848.2034028244,102,1
6502,0.8,200,0.7,0.4,50.0,0.5,auto,17.42284859996289,359532.68396587373,103,1
6502,0.8,200,0.7,0.4,50.0,0.5,50,16.553801200003363,275611.08197202685,104,1
6502,0.8,200,0.7,0.4,50.0,0.5,100,16.981272400007583,285447.60364166263,105,1
6502,0.8,200,0.7,0.4,50.0,0.3,auto,16.800934099999722,346261.38482639316,106,1
6502,0.8,200,0.7,0.4,50.0,0.3,50,15.919269699952565,275515.46457525255,107,1
6502,0.8,200,0.7,0.4,50.0,0.3,100,15.52301519998582,287628.60403940204,108,1
6502,0.8,200,0.7,0.4,100.0,0.5,auto,15.223191900004167,366632.3034720993,109,1
6502,0.8,200,0.7,0.4,100.0,0.5,50,15.084013900021091,274650.1232695198,110,1
6502,0.8,200,0.7,0.4,100.0,0.5,100,15.30927760002669,283641.4638928986,111,1
6502,0.8,200,0.7,0.4,100.0,0.3,auto,15.678532399993856,354262.2452749825,112,1
6502,0.8,200,0.7,0.4,100.0,0.3,50,15.745517199975438,273521.9226705551,113,0
6502,0.8,200,0.7,0.4,100.0,0.3,100,15.488492600037716,287920.16379076004,114,1
6502,0.8,200,0.6,0.3,50.0,0.5,auto,15.43500519997906,357157.3345577812,115,1
6502,0.8,200,0.6,0.3,50.0,0.5,50,15.833140300004743,274701.32441955566,116,1
6502,0.8,200,0.6,0.3,50.0,0.5,100,15.272800099977758,286663.3627871132,117,1
6502,0.8,200,0.6,0.3,50.0,0.3,auto,15.124835899972823,349426.7646324348,118,1
6502,0.8,200,0.6,0.3,50.0,0.3,50,14.965575799986254,274292.6431487274,119,1
6502,0.8,200,0.6,0.3,50.0,0.3,100,15.000774700019974,288161.5818740845,120,1
6502,0.8,200,0.6,0.3,100.0,0.5,auto,14.881535099993926,365936.7833273888,121,1
6502,0.8,200,0.6,0.3,100.0,0.5,50,14.774376199988183,273679.9428571892,122,0
6502,0.8,200,0.6,0.3,100.0,0.5,100,14.759283499966841,287561.52322774887,123,1
6502,0.8,200,0.6,0.3,100.0,0.3,auto,14.847240500035696,356477.54550615314,124,1
6502,0.8,200,0.6,0.3,100.0,0.3,50,14.707635700004175,274025.1214938736,125,0
6502,0.8,200,0.6,0.3,100.0,0.3,100,14.8479556000093,287010.76196971897,126,1
6502,0.8,200,0.6,0.4,50.0,0.5,auto,14.648442699981388,360214.3454097748,127,1
6502,0.8,200,0.6,0.4,50.0,0.5,50,14.613361699972302,274958.48368721013,128,0
6502,0.8,200,0.6,0.4,50.0,0.5,100,14.766525499988347,290350.7018112183,129,1
6502,0.8,200,0.6,0.4,50.0,0.3,auto,14.720919899991713,353601.3021388626,130,1
6502,0.8,200,0.6,0.4,50.0,0.3,50,14.814611300011165,276851.52309089666,131,1
6502,0.8,200,0.6,0.4,50.0,0.3,100,15.244257999991532,293890.37186609267,132,1
6502,0.8,200,0.6,0.4,100.0,0.5,auto,15.534858099999838,365918.52535600663,133,1
6502,0.8,200,0.6,0.4,100.0,0.5,50,15.567016599990893,273640.503564415,134,0
6502,0.8,200,0.6,0.4,100.0,0.5,100,15.352122400014196,286302.5036746979,135,1
6502,0.8,200,0.6,0.4,100.0,0.3,auto,15.287041699979454,362747.7841073609,136,1
6502,0.8,200,0.6,0.4,100.0,0.3,50,15.532293699972797,275165.2234631157,137,1
6502,0.8,200,0.6,0.4,100.0,0.3,100,14.555880400002934,288104.00375457766,138,1
6502,0.9,100,0.7,0.3,50.0,0.5,auto,14.4625931000337,370057.9837137222,139,1
6502,0.9,100,0.7,0.3,50.0,0.5,50,14.418079400027636,288849.5332098198,140,1
6502,0.9,100,0.7,0.3,50.0,0.5,100,14.490459199994802,296567.85414884565,141,1
6502,0.9,100,0.7,0.3,50.0,0.3,auto,14.359486999979708,358775.88408967975,142,1
6502,0.9,100,0.7,0.3,50.0,0.3,50,14.316653200017754,288949.7327041245,143,1
6502,0.9,100,0.7,0.3,50.0,0.3,100,14.282623499981128,304703.7125603867,144,1
6502,0.9,100,0.7,0.3,100.0,0.5,auto,14.298520000011194,388968.32428426744,145,1
6502,0.9,100,0.7,0.3,100.0,0.5,50,14.304583500023,287187.7627482033,146,1
6502,0.9,100,0.7,0.3,100.0,0.5,100,14.216343499952927,301416.2037810898,147,1
6502,0.9,100,0.7,0.3,100.0,0.3,auto,14.307250100013334,375623.80414253235,148,1
6502,0.9,100,0.7,0.3,100.0,0.3,50,14.22805860004155,288539.8837377739,149,1
6502,0.9,100,0.7,0.3,100.0,0.3,100,14.191378300020006,311568.9818938256,150,1
6502,0.9,100,0.7,0.4,50.0,0.5,auto,14.295454799954314,382576.76356391906,151,1
6502,0.9,100,0.7,0.4,50.0,0.5,50,14.307731700013392,283558.6227093315,152,1
6502,0.9,100,0.7,0.4,50.0,0.5,100,14.504245799966156,297972.72375125886,153,1
6502,0.9,100,0.7,0.4,50.0,0.3,auto,14.224021600035485,352620.48473459244,154,1
6502,0.9,100,0.7,0.4,50.0,0.3,50,14.14084200002253,288232.9223790741,155,0
6502,0.9,100,0.7,0.4,50.0,0.3,100,14.357308999984525,303262.30409008026,156,1
6502,0.9,100,0.7,0.4,100.0,0.5,auto,14.265052200003993,380849.5242162323,157,1
6502,0.9,100,0.7,0.4,100.0,0.5,50,14.17142980004428,288173.5438473702,158,0
6502,0.9,100,0.7,0.4,100.0,0.5,100,14.160086899995804,296724.6646926117,159,1
6502,0.9,100,0.7,0.4,100.0,0.3,auto,14.259990799997468,376235.6641304016,160,1
6502,0.9,100,0.7,0.4,100.0,0.3,50,14.186368800001219,282887.43355262757,161,0
6502,0.9,100,0.7,0.4,100.0,0.3,100,14.189466400013771,303936.82386665343,162,1
6502,0.9,100,0.6,0.3,50.0,0.5,auto,14.306729300005827,367253.88480573654,163,1
6502,0.9,100,0.6,0.3,50.0,0.5,50,14.281195499992464,288155.9218747711,164,1
6502,0.9,100,0.6,0.3,50.0,0.5,100,14.220257300010417,300932.96459012985,165,1
6502,0.9,100,0.6,0.3,50.0,0.3,auto,14.24409160000505,355672.2838615418,166,1
6502,0.9,100,0.6,0.3,50.0,0.3,50,14.181799500016496,283524.0835515976,167,0
6502,0.9,100,0.6,0.3,50.0,0.3,100,14.377815799962264,296205.56468101504,168,1
6502,0.9,100,0.6,0.3,100.0,0.5,auto,14.228833000001032,378253.09406320576,169,1
6502,0.9,100,0.6,0.3,100.0,0.5,50,14.193999400013126,283659.7230437279,170,1
6502,0.9,100,0.6,0.3,100.0,0.5,100,14.110340400016867,299996.9030105782,171,1
6502,0.9,100,0.6,0.3,100.0,0.3,auto,14.292661099985708,377881.3640788079,172,1
6502,0.9,100,0.6,0.3,100.0,0.3,50,14.286906399996951,284589.9838269234,173,1
6502,0.9,100,0.6,0.3,100.0,0.3,100,14.202973799954634,301221.62521059037,174,1
6502,0.9,100,0.6,0.4,50.0,0.5,auto,14.191790999961086,379158.9049930191,175,1
6502,0.9,100,0.6,0.4,50.0,0.5,50,14.197771099978127,286535.1246300316,176,1
6502,0.9,100,0.6,0.4,50.0,0.5,100,14.229145999997854,294854.28421602247,177,1
6502,0.9,100,0.6,0.4,50.0,0.3,auto,14.241392299998552,372069.943834362,178,1
6502,0.9,100,0.6,0.4,50.0,0.3,50,14.04443429998355,290316.71294052125,179,0
6502,0.9,100,0.6,0.4,50.0,0.3,100,14.2637433000491,298495.3640110016,180,1
6502,0.9,100,0.6,0.4,100.0,0.5,auto,14.113920199975837,386146.42527275084,181,1
6502,0.9,100,0.6,0.4,100.0,0.5,50,14.407754199986812,283932.32242399215,182,1
6502,0.9,100,0.6,0.4,100.0,0.5,100,14.394220700021833,305273.8421077347,183,1
6502,0.9,100,0.6,0.4,100.0,0.3,auto,14.43696550000459,379381.1442065811,184,1
6502,0.9,100,0.6,0.4,100.0,0.3,50,14.921966699999757,287241.0924128151,185,1
6502,0.9,100,0.6,0.4,100.0,0.3,100,14.721078300033696,300664.04479007726,186,1
6502,0.9,200,0.7,0.3,50.0,0.5,auto,15.092550200002734,382479.0443983651,187,1
6502,0.9,200,0.7,0.3,50.0,0.5,50,15.118642200017348,284207.7810626602,188,1
6502,0.9,200,0.7,0.3,50.0,0.5,100,15.16520920000039,296857.4046779251,189,1
6502,0.9,200,0.7,0.3,50.0,0.3,auto,14.872634399973322,370244.88463373185,190,1
6502,0.9,200,0.7,0.3,50.0,0.3,50,16.317151899973396,287756.0420653534,191,1
6502,0.9,200,0.7,0.3,50.0,0.3,100,16.675063299946487,296715.22295791627,192,1
6502,0.9,200,0.7,0.3,100.0,0.5,auto,15.559464899997693,394774.2035880661,193,1
6502,0.9,200,0.7,0.3,100.0,0.5,50,15.301281500025652,279422.40352840425,194,1
6502,0.9,200,0.7,0.3,100.0,0.5,100,15.163199199945666,305341.9242883301,195,1
6502,0.9,200,0.7,0.3,100.0,0.3,auto,15.22780159994727,378867.52277990343,196,1
6502,0.9,200,0.7,0.3,100.0,0.3,50,15.1336707000155,277993.7222490883,197,1
6502,0.9,200,0.7,0.3,100.0,0.3,100,15.352597300021444,302846.32222753525,198,1
6502,0.9,200,0.7,0.4,50.0,0.5,auto,14.915427699976135,388742.3040141678,199,1
6502,0.9,200,0.7,0.4,50.0,0.5,50,15.129438899981324,287752.71287160873,200,1
6502,0.9,200,0.7,0.4,50.0,0.5,100,15.424609099980444,299222.0440156174,201,1
6502,0.9,200,0.7,0.4,50.0,0.3,auto,15.10435509996023,375970.30381193163,202,1
6502,0.9,200,0.7,0.4,50.0,0.3,50,15.234089999983553,279573.8443004799,203,1
6502,0.9,200,0.7,0.4,50.0,0.3,100,15.48763330001384,297985.6628301621,204,1
6502,0.9,200,0.7,0.4,100.0,0.5,auto,14.771110300032888,402258.4648900604,205,1
6502,0.9,200,0.7,0.4,100.0,0.5,50,14.84138100000564,281542.1715843391,206,1
6502,0.9,200,0.7,0.4,100.0,0.5,100,15.64682740002172,302994.96395092015,207,1
6502,0.9,200,0.7,0.4,100.0,0.3,auto,15.31085950002307,384465.38425760274,208,1
6502,0.9,200,0.7,0.4,100.0,0.3,50,15.581397300004028,283646.7820361138,209,1
6502,0.9,200,0.7,0.4,100.0,0.3,100,15.730114299978595,302008.66392774583,210,1
6502,0.9,200,0.6,0.3,50.0,0.5,auto,15.57081260002451,382331.1054813004,211,1
6502,0.9,200,0.6,0.3,50.0,0.5,50,15.16683619999094,284165.10159269336,212,1
6502,0.9,200,0.6,0.3,50.0,0.5,100,15.086277399968822,299473.74427814485,213,1
6502,0.9,200,0.6,0.3,50.0,0.3,auto,14.822130399988964,370637.7448081589,214,1
6502,0.9,200,0.6,0.3,50.0,0.3,50,14.820177200017497,283452.3639212227,215,1
6502,0.9,200,0.6,0.3,50.0,0.3,100,17.35374640004011,301663.0838164902,216,1
6502,0.9,200,0.6,0.3,100.0,0.5,auto,16.996464899973944,397259.50536209106,217,1
6502,0.9,200,0.6,0.3,100.0,0.5,50,16.842728699964937,281795.183515606,218,1
6502,0.9,200,0.6,0.3,100.0,0.5,100,16.9644849000033,302262.68329740525,219,1
6502,0.9,200,0.6,0.3,100.0,0.3,auto,17.19513070001267,383526.263318367,220,1
6502,0.9,200,0.6,0.3,100.0,0.3,50,16.896461700031068,280508.1027351952,221,1
6502,0.9,200,0.6,0.3,100.0,0.3,100,17.04932390002068,305291.7832584,222,1
6502,0.9,200,0.6,0.4,50.0,0.5,auto,16.968306599999778,390163.8054211617,223,1
6502,0.9,200,0.6,0.4,50.0,0.5,50,17.28578270005528,280849.56448503496,224,1
6502,0.9,200,0.6,0.4,50.0,0.5,100,16.68032270000549,297494.08528976445,225,1
6502,0.9,200,0.6,0.4,50.0,0.3,auto,16.676122899982147,375354.38370056154,226,1
6502,0.9,200,0.6,0.4,50.0,0.3,50,17.65236000000732,283693.1444702721,227,1
6502,0.9,200,0.6,0.4,50.0,0.3,100,17.4674648999935,299888.83500501636,228,1
6502,0.9,200,0.6,0.4,100.0,0.5,auto,16.429066999990027,400640.4248086548,229,1
6502,0.9,200,0.6,0.4,100.0,0.5,50,16.55030539998552,279731.0623046875,230,1
6502,0.9,200,0.6,0.4,100.0,0.5,100,16.815752899972722,303962.0621355057,231,1
6502,0.9,200,0.6,0.4,100.0,0.3,auto,17.221715899999253,384524.282795639,232,1
6502,0.9,200,0.6,0.4,100.0,0.3,50,18.337512099999003,280397.28291126253,233,1
6502,0.9,200,0.6,0.4,100.0,0.3,100,16.768234300019685,297316.4246115303,234,1
6502,0.95,100,0.7,0.3,50.0,0.5,auto,16.484242099977564,373690.4251070595,235,1
6502,0.95,100,0.7,0.3,50.0,0.5,50,15.160288099956233,289469.0834658623,236,1
6502,0.95,100,0.7,0.3,50.0,0.5,100,15.448677400010638,301447.9631889343,237,1
6502,0.95,100,0.7,0.3,50.0,0.3,auto,15.148129799985327,366470.3035953522,238,1
6502,0.95,100,0.7,0.3,50.0,0.3,50,14.875808599987067,290628.9437794304,239,1
6502,0.95,100,0.7,0.3,50.0,0.3,100,14.909373000031337,299429.2849774933,240,1
6502,0.95,100,0.7,0.3,100.0,0.5,auto,16.27596249995986,378528.0442943192,241,1
6502,0.95,100,0.7,0.3,100.0,0.5,50,16.312394799955655,289312.4017843819,242,1
6502,0.95,100,0.7,0.3,100.0,0.5,100,16.295252099982463,304792.1441332054,243,1
6502,0.95,100,0.7,0.3,100.0,0.3,auto,17.586519700009376,376534.0648620606,244,1
6502,0.95,100,0.7,0.3,100.0,0.3,50,17.004792400053702,284422.66516141896,245,1
6502,0.95,100,0.7,0.3,100.0,0.3,100,16.969956399989314,310746.2435281754,246,1
6502,0.95,100,0.7,0.4,50.0,0.5,auto,16.518164000008255,383863.74327354436,247,1
6502,0.95,100,0.7,0.4,50.0,0.5,50,16.922058600001037,289352.22245269775,248,1
6502,0.95,100,0.7,0.4,50.0,0.5,100,16.70141280000098,296582.0833537674,249,1
6502,0.95,100,0.7,0.4,50.0,0.3,auto,16.500639000034425,369353.2031207657,250,1
6502,0.95,100,0.7,0.4,50.0,0.3,50,16.554887200007215,291186.33246004104,251,1
6502,0.95,100,0.7,0.4,50.0,0.3,100,16.500274599995464,302086.4212193108,252,1
6502,0.95,100,0.7,0.4,100.0,0.5,auto,16.638575099990703,380970.5040553665,253,1
6502,0.95,100,0.7,0.4,100.0,0.5,50,18.89403119997587,290704.88427946094,254,1
6502,0.95,100,0.7,0.4,100.0,0.5,100,18.515428600017913,301454.14433322905,255,1
6502,0.95,100,0.7,0.4,100.0,0.3,auto,18.37577909999527,387341.20346040727,256,1
6502,0.95,100,0.7,0.4,100.0,0.3,50,18.99589369999012,286225.522546978,257,1
6502,0.95,100,0.7,0.4,100.0,0.3,100,18.034085499995854,308871.56476041797,258,1
6502,0.95,100,0.6,0.3,50.0,0.5,auto,15.66290100000333,374930.422536335,259,1
6502,0.95,100,0.6,0.3,50.0,0.5,50,15.361019500007387,284734.34454898833,260,1
6502,0.95,100,0.6,0.3,50.0,0.5,100,14.782761699985713,304504.1427677155,261,1
6502,0.95,100,0.6,0.3,50.0,0.3,auto,15.043517099984456,360464.56318655016,262,1
6502,0.95,100,0.6,0.3,50.0,0.3,50,15.059818700014148,283981.58420915605,263,1
6502,0.95,100,0.6,0.3,50.0,0.3,100,14.840234400006011,301656.903605423,264,1
6502,0.95,100,0.6,0.3,100.0,0.5,auto,14.964614900003653,397421.4441771126,265,1
6502,0.95,100,0.6,0.3,100.0,0.5,50,14.803845400048885,287705.54054265976,266,1
6502,0.95,100,0.6,0.3,100.0,0.5,100,14.694179499987513,298789.4238403511,267,1
6502,0.95,100,0.6,0.3,100.0,0.3,auto,15.323072400002275,386177.4935754013,268,1
6502,0.95,100,0.6,0.3,100.0,0.3,50,14.998830099997576,283698.6204271889,269,1
6502,0.95,100,0.6,0.3,100.0,0.3,100,14.90697219996946,303788.14246120455,270,1
6502,0.95,100,0.6,0.4,50.0,0.5,auto,15.215268400032073,387633.7849048615,271,1
6502,0.95,100,0.6,0.4,50.0,0.5,50,15.580033800040837,285645.8645536423,272,1
6502,0.95,100,0.6,0.4,50.0,0.5,100,15.019251700025052,300706.3632030106,273,1
6502,0.95,100,0.6,0.4,50.0,0.3,auto,15.200992099998984,371186.46504669194,274,1
6502,0.95,100,0.6,0.4,50.0,0.3,50,15.456562499981374,291794.0429297066,275,1
6502,0.95,100,0.6,0.4,50.0,0.3,100,15.510911399964243,302485.86394077307,276,1
6502,0.95,100,0.6,0.4,100.0,0.5,auto,15.265524499991443,398831.2645786286,277,1
6502,0.95,100,0.6,0.4,100.0,0.5,50,15.142892199975904,285086.1632809258,278,1
6502,0.95,100,0.6,0.4,100.0,0.5,100,15.229740199982189,310189.5323377228,279,1
6502,0.95,100,0.6,0.4,100.0,0.3,auto,15.093244300049264,384877.2648684502,280,1
6502,0.95,100,0.6,0.4,100.0,0.3,50,15.398568500007968,284348.96467405325,281,1
6502,0.95,100,0.6,0.4,100.0,0.3,100,16.053340999991633,311534.3824015236,282,1
6502,0.95,200,0.7,0.3,50.0,0.5,auto,15.839541899971664,408715.72590312955,283,1
6502,0.95,200,0.7,0.3,50.0,0.5,50,16.091636800032575,286103.04396219255,284,1
6502,0.95,200,0.7,0.3,50.0,0.5,100,15.545282000035513,307825.62339645386,285,1
6502,0.95,200,0.7,0.3,50.0,0.3,auto,15.786742999975104,392517.14343696594,286,1
6502,0.95,200,0.7,0.3,50.0,0.3,50,15.520327800011728,285445.7828717804,287,1
6502,0.95,200,0.7,0.3,50.0,0.3,100,15.573145999980625,307770.56263404846,288,1
6502,0.95,200,0.7,0.3,100.0,0.5,auto,15.308557000011206,404456.7234311676,289,1
6502,0.95,200,0.7,0.3,100.0,0.5,50,15.256197400041856,284405.3247344208,290,1
6502,0.95,200,0.7,0.3,100.0,0.5,100,15.318020599952433,312155.90452842717,291,1
6502,0.95,200,0.7,0.3,100.0,0.3,auto,15.543348199978936,399128.72447330476,292,1
6502,0.95,200,0.7,0.3,100.0,0.3,50,15.458482999994885,284841.6425009346,293,1
6502,0.95,200,0.7,0.3,100.0,0.3,100,15.830240300041623,311665.81644613267,294,1
6502,0.95,200,0.7,0.4,50.0,0.5,auto,15.568646400002763,412911.07383916853,295,1
6502,0.95,200,0.7,0.4,50.0,0.5,50,16.357428100018296,290501.80230960844,296,1
6502,0.95,200,0.7,0.4,50.0,0.5,100,17.070460599963553,313989.9438663101,297,1
6502,0.95,200,0.7,0.4,50.0,0.3,auto,16.979535299993586,398110.6843345833,298,1
6502,0.95,200,0.7,0.4,50.0,0.3,50,17.046339299995452,291550.90212121967,299,1
6502,0.95,200,0.7,0.4,50.0,0.3,100,17.67644830001518,311411.03206026077,300,1
6502,0.95,200,0.7,0.4,100.0,0.5,auto,17.4031960000284,409771.7839988709,301,1
6502,0.95,200,0.7,0.4,100.0,0.5,50,17.50058049999643,286427.32404333114,302,1
6502,0.95,200,0.7,0.4,100.0,0.5,100,17.71531140001025,307465.3630062103,303,1
6502,0.95,200,0.7,0.4,100.0,0.3,auto,17.685817699995823,405090.904849968,304,1
6502,0.95,200,0.7,0.4,100.0,0.3,50,17.48552500002552,283956.94317012787,305,1
6502,0.95,200,0.7,0.4,100.0,0.3,100,17.99947440001415,309666.5846975327,306,1
6502,0.95,200,0.6,0.3,50.0,0.5,auto,18.94988359999843,394717.84572654724,307,1
6502,0.95,200,0.6,0.3,50.0,0.5,50,17.045412599982228,284168.1434617996,308,1
6502,0.95,200,0.6,0.3,50.0,0.5,100,17.03313729999354,305354.7430320358,309,1
6502,0.95,200,0.6,0.3,50.0,0.3,auto,16.566885499982163,385347.78395887377,310,1
6502,0.95,200,0.6,0.3,50.0,0.3,50,16.78857599996263,286117.724229393,311,1
6502,0.95,200,0.6,0.3,50.0,0.3,100,16.92452930001309,303324.6242330742,312,1
6502,0.95,200,0.6,0.3,100.0,0.5,auto,18.064443000010215,411749.0042694092,313,1
6502,0.95,200,0.6,0.3,100.0,0.5,50,16.324223900039215,289379.08278652193,314,1
6502,0.95,200,0.6,0.3,100.0,0.5,100,15.463611399987713,307790.6845299721,315,1
6502,0.95,200,0.6,0.3,100.0,0.3,auto,16.4509146999917,395865.3648775101,316,1
6502,0.95,200,0.6,0.3,100.0,0.3,50,15.959187800006475,288488.52246112825,317,1
6502,0.95,200,0.6,0.3,100.0,0.3,100,16.29404780000914,317988.7241682625,318,1
6502,0.95,200,0.6,0.4,50.0,0.5,auto,16.275164600054268,408756.06601396564,319,1
6502,0.95,200,0.6,0.4,50.0,0.5,50,16.159891099960078,283508.0031857109,320,1
6502,0.95,200,0.6,0.4,50.0,0.5,100,15.384788099967409,300958.4446868515,321,1
6502,0.95,200,0.6,0.4,50.0,0.3,auto,16.507919399999082,402335.42341524124,322,1
6502,0.95,200,0.6,0.4,50.0,0.3,50,16.281736800039653,285524.52297254564,323,1
6502,0.95,200,0.6,0.4,50.0,0.3,100,16.03277019999223,308493.1437024689,324,1
6502,0.95,200,0.6,0.4,100.0,0.5,auto,16.00167510000756,437445.8644032097,325,1
6502,0.95,200,0.6,0.4,100.0,0.5,50,16.13778240000829,292469.78148075106,326,1
6502,0.95,200,0.6,0.4,100.0,0.5,100,16.470850199984852,315481.10065252305,327,1
6502,0.95,200,0.6,0.4,100.0,0.3,auto,16.49406449997332,410940.1472276688,328,1
6502,0.95,200,0.6,0.4,100.0,0.3,50,16.46107000001939,287384.9647204399,329,1
6502,0.95,200,0.6,0.4,100.0,0.3,100,16.55829850002192,310157.10449094774,330,1
